-3.162879869341850281e-02,1.800994947552680969e-02,1.562723889946937561e-02,4.401806741952896118e-02,1.537049468606710434e-02,-5.043197423219680786e-03,-4.157942160964012146e-02,4.113849624991416931e-02,-4.704527556896209717e-02,1.666028425097465515e-02,1.063212100416421890e-02,-3.203427186235785484e-03,2.594840154051780701e-02,-6.402842234820127487e-03,-3.720896691083908081e-02,3.754884004592895508e-02,-3.595339506864547729e-02,9.739582310430705547e-04,-5.090306513011455536e-03,-4.313868284225463867e-02,6.201879587024450302e-03,4.434522613883018494e-02,4.110581800341606140e-02,-4.040101170539855957e-02,8.667954243719577789e-03,2.959233894944190979e-02,3.115459904074668884e-02,-3.261661529541015625e-02,3.275257721543312073e-02,-4.456976056098937988e-02,-4.265449941158294678e-02,-3.165898146107792854e-03,5.198654904961585999e-02,2.532170340418815613e-02,-1.770631968975067139e-02,1.082821656018495560e-02,-3.007641807198524475e-02,8.845497854053974152e-03,-3.542365878820419312e-02,-2.505429461598396301e-02
-2.582009416073560715e-03,-9.227443486452102661e-03,-1.524854730814695358e-02,2.841295115649700165e-02,-2.725430205464363098e-02,1.649058237671852112e-02,-5.660293251276016235e-02,-1.179982721805572510e-02,-4.018125683069229126e-02,-1.227032486349344254e-02,4.360899701714515686e-02,4.799815267324447632e-02,7.500520441681146622e-03,3.932592645287513733e-02,-4.830017313361167908e-02,-2.322780713438987732e-02,3.892250731587409973e-02,1.076884381473064423e-02,6.658782251179218292e-03,-3.066147491335868835e-02,-5.002657324075698853e-02,3.115507774055004120e-02,-2.659458108246326447e-02,4.352485015988349915e-02,1.695952937006950378e-02,-2.907550707459449768e-02,-2.992527000606060028e-02,1.662172563374042511e-02,-4.226337373256683350e-02,3.213882818818092346e-02,-4.489939287304878235e-02,-2.195692062377929688e-02,-3.482670709490776062e-02,-4.465696960687637329e-02,2.833464555442333221e-02,-4.549665749073028564e-02,-4.433022066950798035e-02,4.109771177172660828e-02,1.303844852373003960e-03,4.276383668184280396e-03
-5.403462052345275879e-02,2.112491615116596222e-02,5.643390119075775146e-02,5.244463309645652771e-02,-4.733336344361305237e-02,-2.783802524209022522e-02,-4.086508974432945251e-02,3.143169730901718140e-02,5.230714380741119385e-02,5.178912356495857239e-02,5.947197228670120239e-02,-3.259627148509025574e-02,-1.103438902646303177e-03,4.423876851797103882e-02,7.344532757997512817e-03,-2.310154400765895844e-02,4.082705127075314522e-04,-1.284440793097019196e-02,4.759559407830238342e-03,-1.645579189062118530e-02,-3.338611125946044922e-02,4.208239167928695679e-02,-3.051179274916648865e-02,-4.189990088343620300e-02,-6.063802540302276611e-02,5.216447170823812485e-03,5.800293758511543274e-02,-5.343902111053466797e-02,-2.028474770486354828e-02,4.343703761696815491e-02,-3.143038600683212280e-02,-4.102257639169692993e-02,4.431523755192756653e-02,2.609987743198871613e-02,-4.100048914551734924e-02,4.374906420707702637e-02,3.676696494221687317e-02,1.933604362420737743e-03,4.922097921371459961e-02,-6.644584983587265015e-02
-1.412702817469835281e-02,2.669128775596618652e-02,-2.623706497251987457e-02,2.954444848001003265e-02,-2.818877995014190674e-02,-6.801843177527189255e-03,9.580632671713829041e-03,-4.797354340553283691e-03,-7.349782623350620270e-03,-3.179756179451942444e-02,-1.864814758300781250e-02,5.357724148780107498e-03,-3.082256950438022614e-02,-1.895649544894695282e-02,1.778780110180377960e-02,-9.705681353807449341e-03,-1.063657086342573166e-02,-2.301398664712905884e-02,-1.602257974445819855e-02,-9.732436388731002808e-03,-7.183511275798082352e-03,-1.073102559894323349e-02,-7.396061904728412628e-03,-2.037010528147220612e-02,3.918241709470748901e-03,5.419519729912281036e-03,-3.906250372529029846e-02,-2.013980224728584290e-02,2.519542584195733070e-03,1.225554291158914566e-02,-2.669247798621654510e-02,-3.511569648981094360e-02,2.496070042252540588e-02,1.157539896667003632e-02,-2.806478179991245270e-02,2.356431446969509125e-02,-9.087571874260902405e-03,1.909416355192661285e-02,1.244116388261318207e-02,2.764292061328887939e-02
1.063742581754922867e-02,-2.270293049514293671e-02,4.227721318602561951e-02,3.757859766483306885e-02,1.082802657037973404e-02,4.319357126951217651e-02,5.105324089527130127e-02,-4.281498864293098450e-02,-4.013716056942939758e-02,-3.673915192484855652e-02,-1.131488103419542313e-02,1.118088979274034500e-02,3.835861384868621826e-02,1.078214962035417557e-02,-5.586842820048332214e-02,-4.033445566892623901e-02,-6.031226366758346558e-04,2.795293182134628296e-02,4.762236773967742920e-02,1.761090755462646484e-02,4.295450076460838318e-02,-1.327937375754117966e-02,1.945536956191062927e-02,1.264029555022716522e-02,-2.906170673668384552e-02,-2.934638224542140961e-02,2.275160141289234161e-02,1.559437159448862076e-02,-9.094930253922939301e-03,6.582530215382575989e-03,2.136067301034927368e-02,-4.839605465531349182e-02,-2.648196183145046234e-02,-4.097861051559448242e-02,6.052251555956900120e-04,2.816046774387359619e-02,2.282038889825344086e-02,-1.767488382756710052e-02,-1.729336567223072052e-02,3.367326408624649048e-02
-3.163430094718933105e-02,-1.071824040263891220e-02,5.145663022994995117e-02,3.900247160345315933e-03,-3.462092485278844833e-03,5.274352803826332092e-02,1.416080631315708160e-03,1.307838014326989651e-03,-3.664985671639442444e-02,4.584022611379623413e-02,-4.763355106115341187e-02,6.984000792726874352e-04,-4.155210033059120178e-02,3.135426342487335205e-02,-2.700525894761085510e-02,-2.308663353323936462e-02,-2.747982973232865334e-03,3.290461003780364990e-02,4.349343851208686829e-02,1.149422489106655121e-02,5.012690089643001556e-03,3.017256781458854675e-02,4.973793774843215942e-02,4.523756727576255798e-02,3.942398726940155029e-02,1.356722135096788406e-02,3.380972519516944885e-02,-3.192370384931564331e-02,3.227955847978591919e-02,-3.328445181250572205e-02,4.404865950345993042e-02,2.356365323066711426e-03,-1.444440800696611404e-02,5.338349379599094391e-03,1.048244908452033997e-02,-4.186321049928665161e-02,-1.212088973261415958e-03,-2.772983908653259277e-02,-3.551343083381652832e-02,-2.376190759241580963e-02
4.789497703313827515e-02,-4.334312304854393005e-02,1.895927079021930695e-02,3.338786959648132324e-02,-1.541746035218238831e-02,2.763034962117671967e-02,1.141093671321868896e-02,-2.743695676326751709e-02,1.451777480542659760e-02,-1.863791607320308685e-02,3.082958236336708069e-02,-2.847503125667572021e-02,1.035781297832727432e-02,-2.068946324288845062e-02,-3.047624602913856506e-02,-4.752915725111961365e-02,-3.120504878461360931e-02,-3.396638482809066772e-02,3.682494536042213440e-02,-4.536819458007812500e-02,1.814751140773296356e-02,-2.348879724740982056e-02,-2.215581573545932770e-02,2.699874341487884521e-02,5.429130792617797852e-02,-4.394076392054557800e-02,5.144917964935302734e-02,-2.431387268006801605e-02,1.904455386102199554e-02,5.706654861569404602e-03,3.582087159156799316e-02,1.819626241922378540e-02,-2.651605755090713501e-02,6.635337602347135544e-03,-3.953248262405395508e-02,1.567874848842620850e-02,-1.167200505733489990e-02,2.390909940004348755e-02,3.401168808341026306e-02,-4.305852949619293213e-02
-9.290586225688457489e-03,1.431840937584638596e-03,-5.992447957396507263e-03,5.987899377942085266e-03,-4.558329004794359207e-03,1.803686469793319702e-02,-1.490140985697507858e-02,-6.206496153026819229e-03,-8.552886545658111572e-03,7.361345458775758743e-03,-4.650349263101816177e-03,7.140994537621736526e-03,5.500052124261856079e-03,-1.503411587327718735e-02,-2.330372342839837074e-03,-1.153900171630084515e-03,-9.172495454549789429e-03,1.034539937973022461e-02,2.097467146813869476e-02,1.006359793245792389e-02,-1.004068925976753235e-02,6.076350342482328415e-03,-8.479326032102108002e-03,-5.608728970400989056e-04,-1.398467458784580231e-02,-8.749228902161121368e-03,-6.354507640935480595e-04,-8.182977326214313507e-03,-1.838733209297060966e-03,-1.944427145645022392e-03,1.482916763052344322e-03,-6.081552710384130478e-03,1.030109357088804245e-03,-4.274112172424793243e-03,-1.609946973621845245e-02,5.816090386360883713e-03,1.314413966611027718e-04,4.080533981323242188e-03,6.259526126086711884e-04,-1.206144783645868301e-02
5.055101588368415833e-02,-5.717351567000150681e-03,5.581560358405113220e-02,5.974823236465454102e-02,-5.042655766010284424e-02,-2.123666740953922272e-02,-3.987823054194450378e-02,-4.020180180668830872e-02,1.699816621840000153e-02,3.333957493305206299e-02,4.609212279319763184e-02,3.312656655907630920e-03,4.053343087434768677e-02,3.758427500724792480e-02,4.589392989873886108e-02,-3.170184791088104248e-02,4.366271197795867920e-02,5.243182927370071411e-02,-2.982250973582267761e-02,3.613341227173805237e-02,-3.491309657692909241e-02,-3.214118257164955139e-02,3.479724749922752380e-02,-4.670241102576255798e-02,-4.365264251828193665e-02,2.462130226194858551e-02,2.033501490950584412e-02,4.129918664693832397e-02,4.670615121722221375e-02,3.928010165691375732e-02,-4.497685655951499939e-02,5.859686434268951416e-02,4.041950032114982605e-02,4.753186181187629700e-02,4.936884343624114990e-02,2.611607685685157776e-02,2.360046654939651489e-02,2.705633454024791718e-02,-4.187263920903205872e-02,4.765625111758708954e-03
1.291964086703956127e-03,9.193628095090389252e-03,-4.770038649439811707e-02,-5.986060202121734619e-02,5.419603362679481506e-02,3.729919344186782837e-02,-4.183145985007286072e-02,-2.657087985426187515e-03,-4.492536559700965881e-02,-1.264573074877262115e-02,-3.829348459839820862e-02,1.925923861563205719e-02,3.355015814304351807e-02,-6.051187962293624878e-02,-1.206239499151706696e-02,4.974976554512977600e-02,2.296167798340320587e-02,3.604957833886146545e-02,-5.435794591903686523e-02,4.297950491309165955e-02,-1.222810056060552597e-02,1.800600998103618622e-02,2.318705245852470398e-02,2.571984007954597473e-02,4.153207689523696899e-02,3.147008642554283142e-02,-5.052519589662551880e-02,5.514524504542350769e-02,2.354501932859420776e-02,-2.576598338782787323e-02,2.207570895552635193e-02,-4.315562546253204346e-02,-5.542758852243423462e-03,-4.105492681264877319e-02,5.831547453999519348e-02,-6.397146731615066528e-02,6.562269758433103561e-03,1.356484368443489075e-02,-5.111215263605117798e-02,3.740519657731056213e-02
